in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
NO,NO,NO,NO,*,*,NO,NO,*,321,448,2152210.23,1602274.49,0.7445
NO,NO,*,NO,*,*,NO,NO,*,321,448,2152210.23,1602274.49,0.7445
NO,*,*,YES,*,YES,*,YES,*,151,448,2547462.25,822802.72,0.3230
NO,*,*,YES,*,YES,NO,*,NO,1,447,2426776.62,3134.27,0.0013
NO,NO,NO,*,YES,NO,*,NO,YES,413,447,2312878.84,2118733.42,0.9161
NO,NO,NO,NO,YES,*,YES,YES,NO,0,446,2822191.18,0.00,0.0000
NO,NO,*,NO,YES,*,YES,YES,NO,0,446,2822191.18,0.00,0.0000
NO,*,NO,NO,YES,YES,NO,*,NO,2,446,2570645.17,3315.27,0.0013
NO,*,*,NO,YES,YES,NO,*,NO,2,446,2570645.17,3315.27,0.0013
NO,*,*,*,YES,YES,YES,*,NO,0,446,2747853.47,0.00,0.0000
NO,NO,NO,YES,*,*,NO,YES,YES,407,446,2756204.69,2497243.29,0.9060
*,YES,NO,*,*,*,YES,*,YES,386,446,3075590.76,2651156.33,0.8620
NO,*,NO,*,YES,YES,YES,*,NO,0,445,2746384.09,0.00,0.0000
NO,NO,*,*,*,YES,YES,*,NO,0,445,2761293.30,0.00,0.0000
NO,*,NO,NO,*,*,*,NO,YES,428,445,2238109.71,2160005.18,0.9651
NO,*,*,NO,*,*,*,NO,YES,428,445,2238109.71,2160005.18,0.9651
YES,NO,NO,*,*,NO,NO,NO,NO,3,444,2752302.61,18612.33,0.0068
NO,NO,NO,*,*,YES,YES,*,NO,0,444,2759823.92,0.00,0.0000
YES,*,NO,NO,YES,*,NO,NO,NO,0,443,2279175.30,0.00,0.0000
YES,*,*,NO,YES,*,NO,NO,NO,0,443,2279175.30,0.00,0.0000
*,YES,*,*,YES,NO,YES,*,YES,383,443,3200502.15,2793071.95,0.8727
YES,NO,NO,NO,*,YES,NO,NO,*,130,443,2173658.19,634195.20,0.2918
YES,NO,*,NO,*,YES,NO,NO,*,130,443,2173658.19,634195.20,0.2918
*,*,NO,*,NO,NO,*,YES,*,125,443,3260418.84,866837.93,0.2659
YES,YES,NO,YES,YES,NO,NO,*,YES,371,442,3330516.29,2853158.10,0.8567
NO,NO,*,*,YES,*,*,NO,NO,1,441,2138865.35,8927.44,0.0042
YES,NO,NO,*,YES,NO,YES,YES,NO,1,441,3619545.16,11111.51,0.0031
NO,NO,NO,YES,*,NO,NO,*,NO,1,441,2657009.49,8927.44,0.0034
NO,NO,NO,YES,YES,*,NO,YES,YES,401,440,2715787.77,2456826.37,0.9046
*,*,NO,NO,YES,NO,*,YES,YES,382,440,2821807.63,2481157.88,0.8793
*,*,*,NO,YES,NO,*,YES,YES,382,440,2821807.63,2481157.88,0.8793
*,*,*,YES,YES,YES,*,YES,YES,377,440,2619706.60,2238237.66,0.8544
NO,*,*,YES,*,*,*,NO,NO,1,439,2313720.19,8927.44,0.0039
NO,*,NO,*,YES,NO,NO,NO,YES,405,439,2337595.23,2145051.17,0.9176
NO,NO,*,*,YES,NO,NO,YES,YES,398,439,2800980.01,2529739.42,0.9032
NO,YES,*,*,YES,NO,NO,YES,YES,353,439,2983211.68,2487179.84,0.8337
NO,*,*,YES,YES,YES,NO,*,NO,1,438,2364429.82,3134.27,0.0013
*,NO,NO,NO,*,NO,NO,YES,*,160,438,2830848.28,1005478.05,0.3552
*,NO,*,NO,*,NO,NO,YES,*,160,438,2830848.28,1005478.05,0.3552
NO,*,NO,*,YES,NO,YES,YES,NO,0,437,2810695.04,0.00,0.0000
NO,*,NO,NO,*,NO,*,*,NO,1,437,2713544.36,5345.62,0.0020
NO,*,*,NO,*,NO,*,*,NO,1,437,2713544.36,5345.62,0.0020
NO,*,*,*,*,NO,YES,YES,YES,382,437,2692445.78,2363510.20,0.8778
NO,NO,*,YES,*,*,NO,NO,YES,406,436,2255085.09,2075822.93,0.9205
*,*,NO,NO,*,YES,*,NO,YES,420,436,2197510.47,2144008.52,0.9757
*,*,*,NO,*,YES,*,NO,YES,420,436,2197510.47,2144008.52,0.9757
YES,NO,NO,*,YES,NO,NO,NO,NO,2,435,2674959.98,8948.32,0.0033
YES,YES,NO,NO,YES,NO,NO,*,*,54,435,2959600.64,377400.38,0.1275
YES,YES,*,NO,YES,NO,NO,*,*,54,435,2959600.64,377400.38,0.1275
*,*,NO,NO,*,YES,NO,NO,NO,0,434,2067420.17,0.00,0.0000
*,*,*,NO,*,YES,NO,NO,NO,0,434,2067420.17,0.00,0.0000
NO,NO,NO,YES,YES,NO,NO,*,NO,1,434,2618282.73,8927.44,0.0034
NO,NO,NO,NO,*,YES,NO,*,NO,2,434,2519689.13,3315.27,0.0013
NO,NO,*,NO,*,YES,NO,*,NO,2,434,2519689.13,3315.27,0.0013
*,NO,NO,YES,*,NO,NO,NO,YES,399,434,2370280.91,2181211.00,0.9202
YES,*,*,*,YES,NO,*,NO,YES,389,434,2692006.70,2400577.71,0.8917
NO,*,*,YES,YES,*,*,NO,NO,1,433,2260027.86,8927.44,0.0040
NO,*,*,YES,*,*,YES,YES,NO,0,433,2783680.41,0.00,0.0000
NO,*,*,YES,YES,NO,YES,*,NO,0,433,2780178.08,0.00,0.0000
NO,NO,*,*,YES,YES,YES,*,NO,0,433,2688017.76,0.00,0.0000
NO,NO,*,*,*,YES,*,NO,YES,414,433,2180859.89,2084453.03,0.9558
NO,YES,NO,*,*,*,NO,YES,YES,349,433,2845399.01,2344837.04,0.8241
*,YES,NO,*,*,NO,YES,*,YES,374,433,3013676.70,2593889.98,0.8607
*,YES,NO,NO,*,*,YES,*,*,106,433,3122427.30,717145.45,0.2297
*,YES,*,NO,*,*,YES,*,*,106,433,3122427.30,717145.45,0.2297
NO,NO,NO,*,YES,YES,YES,*,NO,0,432,2686548.37,0.00,0.0000
YES,NO,*,YES,*,*,*,NO,YES,397,432,2392344.27,2185585.77,0.9136
YES,*,*,*,*,NO,YES,*,YES,376,432,3291371.21,2864253.26,0.8702
NO,*,NO,NO,YES,NO,*,*,YES,394,432,2375569.71,2159427.90,0.9090
NO,*,*,NO,YES,NO,*,*,YES,394,432,2375569.71,2159427.90,0.9090
NO,NO,*,YES,*,NO,NO,YES,NO,0,431,2816549.00,0.00,0.0000
NO,*,*,YES,*,NO,*,NO,YES,389,431,2489658.51,2241733.56,0.9004
YES,YES,NO,NO,*,NO,NO,YES,*,57,431,3006114.35,424559.14,0.1412
YES,YES,*,NO,*,NO,NO,YES,*,57,431,3006114.35,424559.14,0.1412
NO,*,*,YES,YES,YES,*,YES,*,144,431,2432207.89,773644.87,0.3181
*,YES,NO,NO,YES,NO,NO,YES,NO,0,430,2870857.07,0.00,0.0000
*,YES,*,NO,YES,NO,NO,YES,NO,0,430,2870857.07,0.00,0.0000
YES,NO,NO,YES,*,NO,*,YES,YES,369,430,3226915.78,2771855.08,0.8590
NO,NO,*,*,*,NO,YES,YES,*,200,430,2666898.51,1151351.05,0.4317
NO,YES,NO,NO,*,NO,*,*,*,149,430,2716535.14,942018.12,0.3468
NO,YES,*,NO,*,NO,*,*,*,149,430,2716535.14,942018.12,0.3468
*,NO,NO,YES,YES,NO,NO,NO,YES,395,429,2336582.57,2148711.53,0.9196
YES,YES,NO,*,YES,NO,NO,YES,YES,364,429,3250535.88,2804983.81,0.8629
*,*,*,YES,*,YES,NO,YES,YES,367,429,2595091.53,2230609.20,0.8595
NO,NO,NO,*,*,*,*,NO,NO,1,428,2086597.75,8927.44,0.0043
NO,NO,NO,YES,*,NO,*,NO,*,281,428,2367402.72,1540728.36,0.6508
NO,NO,NO,NO,*,*,NO,YES,NO,3,427,2636765.46,8660.89,0.0033
NO,NO,*,NO,*,*,NO,YES,NO,3,427,2636765.46,8660.89,0.0033
NO,NO,NO,NO,YES,YES,NO,*,NO,2,427,2477740.42,3315.27,0.0013
NO,NO,*,NO,YES,YES,NO,*,NO,2,427,2477740.42,3315.27,0.0013
YES,YES,NO,NO,*,NO,NO,*,NO,1,426,2877048.62,9664.01,0.0034
YES,YES,*,NO,*,NO,NO,*,NO,1,426,2877048.62,9664.01,0.0034
NO,*,NO,*,*,YES,*,NO,YES,407,426,2112456.19,2021523.30,0.9570
*,*,YES,YES,*,*,*,YES,YES,343,426,3431263.68,2825339.64,0.8234
*,*,YES,*,*,*,*,YES,YES,343,426,3431263.68,2825339.64,0.8234
NO,NO,*,YES,*,*,YES,*,*,199,426,2557812.65,1114469.94,0.4357
*,NO,NO,NO,*,YES,*,NO,NO,0,425,2019816.59,0.00,0.0000
*,NO,*,NO,*,YES,*,NO,NO,0,425,2019816.59,0.00,0.0000
NO,*,*,*,*,YES,YES,YES,NO,0,425,2657058.71,0.00,0.0000
NO,*,NO,YES,*,YES,*,*,NO,1,425,2204450.55,3134.27,0.0014
YES,YES,NO,YES,*,*,NO,YES,YES,361,425,3210976.40,2781547.50,0.8663
NO,YES,NO,YES,*,*,NO,*,YES,341,425,2808918.72,2308463.08,0.8218
*,*,YES,YES,*,YES,*,NO,*,53,425,2549007.20,285611.38,0.1120
*,*,YES,*,*,YES,*,NO,*,53,425,2549007.20,285611.38,0.1120
NO,*,NO,*,*,YES,YES,YES,NO,0,424,2655589.32,0.00,0.0000
NO,*,NO,NO,*,YES,YES,*,NO,0,424,2669858.60,0.00,0.0000
NO,*,*,NO,*,YES,YES,*,NO,0,424,2669858.60,0.00,0.0000
NO,*,*,YES,YES,NO,*,NO,YES,382,424,2453445.10,2205520.15,0.8989
*,NO,NO,NO,*,YES,*,NO,YES,410,424,2132045.73,2083694.73,0.9773
*,NO,*,NO,*,YES,*,NO,YES,410,424,2132045.73,2083694.73,0.9773
NO,*,*,YES,*,YES,NO,YES,*,142,424,2455956.96,793036.67,0.3229
NO,YES,*,YES,*,*,YES,YES,*,128,424,2703730.94,846258.96,0.3130
NO,NO,*,YES,YES,NO,NO,YES,NO,0,423,2768986.81,0.00,0.0000
YES,YES,NO,NO,YES,*,NO,YES,NO,0,423,2783415.37,0.00,0.0000
YES,YES,*,NO,YES,*,NO,YES,NO,0,423,2783415.37,0.00,0.0000
*,YES,*,*,*,*,YES,YES,YES,365,423,3011475.05,2599091.97,0.8631
YES,NO,NO,YES,YES,NO,*,YES,YES,362,423,3172108.90,2717048.21,0.8565
NO,NO,NO,YES,YES,NO,*,NO,*,277,423,2348029.29,1529757.56,0.6515
*,NO,*,*,NO,*,*,*,*,215,423,2886089.59,1429784.47,0.4954
YES,NO,*,YES,YES,*,*,NO,YES,388,422,2297785.31,2092225.68,0.9105
YES,NO,*,YES,*,YES,*,*,YES,369,422,2443437.00,2112357.19,0.8645
YES,*,NO,YES,*,*,NO,NO,YES,377,421,2383397.67,2125577.43,0.8918
NO,NO,NO,NO,*,YES,YES,*,NO,0,420,2641830.65,0.00,0.0000
NO,NO,*,NO,*,YES,YES,*,NO,0,420,2641830.65,0.00,0.0000
NO,*,NO,YES,*,*,YES,*,NO,0,420,2642966.82,0.00,0.0000
NO,NO,*,YES,YES,*,NO,NO,YES,390,420,2144893.61,1965631.45,0.9164
*,*,*,*,*,NO,YES,NO,*,205,420,2779642.59,1283150.73,0.4616
NO,*,YES,YES,*,NO,*,YES,*,93,420,3094495.55,757500.52,0.2448
NO,*,YES,*,*,NO,*,YES,*,93,420,3094495.55,757500.52,0.2448
*,*,YES,YES,YES,*,*,YES,YES,336,419,3375582.13,2769658.09,0.8205
*,*,YES,*,YES,*,*,YES,YES,336,419,3375582.13,2769658.09,0.8205
NO,YES,*,YES,*,NO,YES,YES,*,128,419,2689823.55,846258.96,0.3146
NO,*,*,YES,*,NO,YES,YES,NO,0,418,2721941.16,0.00,0.0000
YES,NO,NO,YES,*,*,YES,YES,NO,0,418,3348121.89,0.00,0.0000
NO,*,NO,YES,YES,YES,*,*,NO,1,418,2156614.40,3134.27,0.0015
NO,YES,NO,*,*,NO,NO,YES,YES,337,418,2773412.65,2292360.20,0.8265
NO,*,NO,*,*,NO,YES,YES,YES,364,418,2537723.51,2220114.85,0.8748
*,NO,*,*,*,*,YES,NO,*,233,418,2343191.16,1264841.16,0.5398
*,*,YES,YES,YES,YES,*,NO,*,50,418,2494594.78,254198.37,0.1019
*,*,YES,*,YES,YES,*,NO,*,50,418,2494594.78,254198.37,0.1019
*,*,*,YES,YES,YES,NO,YES,YES,356,417,2484674.96,2129483.22,0.8570
NO,*,*,*,YES,YES,YES,YES,NO,0,416,2607638.23,0.00,0.0000
NO,NO,*,*,*,YES,YES,YES,NO,0,416,2615123.37,0.00,0.0000
NO,NO,NO,*,*,NO,NO,YES,YES,375,416,2611151.69,2343378.76,0.8975
*,*,NO,NO,YES,YES,NO,NO,NO,0,415,1956388.62,0.00,0.0000
*,*,*,NO,YES,YES,NO,NO,NO,0,415,1956388.62,0.00,0.0000
NO,NO,NO,*,YES,*,*,NO,NO,1,415,1994936.52,8927.44,0.0045
NO,*,NO,*,YES,YES,YES,YES,NO,0,415,2606168.84,0.00,0.0000
NO,NO,NO,*,*,YES,YES,YES,NO,0,415,2613653.99,0.00,0.0000
NO,YES,NO,YES,YES,*,NO,*,YES,334,415,2731966.81,2258109.99,0.8266
YES,NO,NO,NO,YES,YES,NO,NO,*,114,415,2007319.17,536581.80,0.2673
YES,NO,*,NO,YES,YES,NO,NO,*,114,415,2007319.17,536581.80,0.2673
NO,NO,NO,NO,YES,*,NO,NO,*,294,415,1938350.43,1429147.41,0.7373
NO,NO,*,NO,YES,*,NO,NO,*,294,415,1938350.43,1429147.41,0.7373
NO,*,YES,YES,YES,NO,*,YES,*,91,415,3059418.12,741299.84,0.2423
NO,*,YES,*,YES,NO,*,YES,*,91,415,3059418.12,741299.84,0.2423
YES,NO,NO,NO,*,*,*,NO,NO,2,414,2163080.53,20874.06,0.0097
YES,NO,*,NO,*,*,*,NO,NO,2,414,2163080.53,20874.06,0.0097
NO,*,NO,NO,YES,YES,YES,*,NO,0,414,2608735.39,0.00,0.0000
NO,*,*,NO,YES,YES,YES,*,NO,0,414,2608735.39,0.00,0.0000
YES,YES,NO,YES,YES,*,NO,YES,YES,351,414,3097465.03,2677326.72,0.8644
NO,NO,NO,NO,YES,*,NO,YES,NO,3,413,2527510.89,8660.89,0.0034
NO,NO,*,NO,YES,*,NO,YES,NO,3,413,2527510.89,8660.89,0.0034
NO,*,*,*,YES,YES,*,NO,YES,393,413,1987499.24,1888963.93,0.9504
*,*,YES,YES,*,YES,NO,NO,*,48,413,2485947.84,258522.80,0.1040
*,*,YES,*,*,YES,NO,NO,*,48,413,2485947.84,258522.80,0.1040
NO,NO,NO,*,*,NO,NO,YES,NO,1,412,2521642.86,5345.62,0.0021
YES,NO,YES,YES,*,*,*,NO,*,41,412,2587591.92,239805.27,0.0927
YES,NO,YES,*,*,*,*,NO,*,41,412,2587591.92,239805.27,0.0927
YES,*,NO,*,*,NO,*,NO,YES,367,411,2477350.59,2205059.02,0.8901
NO,NO,NO,*,*,YES,*,NO,YES,393,411,2047056.20,1958251.76,0.9566
YES,NO,NO,*,*,NO,NO,YES,YES,354,411,2939213.31,2563209.57,0.8721
*,YES,*,*,*,NO,YES,YES,YES,354,411,2954365.41,2552023.50,0.8638
NO,*,*,YES,*,*,YES,*,YES,356,411,2493893.96,2154237.55,0.8638
NO,*,NO,NO,*,YES,YES,YES,NO,0,410,2595319.46,0.00,0.0000
NO,*,*,NO,*,YES,YES,YES,NO,0,410,2595319.46,0.00,0.0000
NO,NO,NO,NO,YES,YES,YES,*,NO,0,410,2580707.45,0.00,0.0000
NO,NO,*,NO,YES,YES,YES,*,NO,0,410,2580707.45,0.00,0.0000
NO,YES,NO,YES,*,NO,NO,*,YES,329,410,2740094.44,2259148.32,0.8245
*,NO,*,YES,*,*,YES,*,YES,357,410,2647703.81,2277734.61,0.8603
YES,NO,*,YES,YES,YES,*,*,YES,357,410,2332466.33,2001386.52,0.8581
NO,*,*,YES,YES,YES,NO,YES,*,136,409,2349121.83,748548.34,0.3187
NO,YES,NO,YES,*,*,YES,*,*,139,409,2581651.27,890834.18,0.3451
*,YES,NO,*,NO,*,*,*,*,98,409,3059873.52,683939.48,0.2235
YES,NO,NO,YES,YES,*,YES,YES,NO,0,408,3294037.80,0.00,0.0000
NO,*,*,YES,YES,*,YES,YES,NO,0,408,2617626.92,0.00,0.0000
YES,NO,YES,YES,YES,*,*,NO,*,40,408,2558171.83,230931.53,0.0903
YES,NO,YES,*,YES,*,*,NO,*,40,408,2558171.83,230931.53,0.0903
NO,NO,*,*,YES,YES,YES,YES,NO,0,407,2565702.89,0.00,0.0000
YES,*,NO,YES,YES,*,NO,NO,YES,365,407,2269315.07,2017951.70,0.8892
*,*,*,YES,*,YES,*,NO,YES,376,407,2034108.43,1834743.91,0.9020
*,*,NO,NO,*,NO,NO,NO,*,204,407,2181447.05,978832.57,0.4487
*,*,*,NO,*,NO,NO,NO,*,204,407,2181447.05,978832.57,0.4487
*,*,YES,YES,YES,YES,NO,NO,*,45,407,2439617.39,227109.79,0.0931
*,*,YES,*,YES,YES,NO,NO,*,45,407,2439617.39,227109.79,0.0931
NO,YES,*,YES,YES,*,YES,YES,*,125,407,2578919.34,826511.53,0.3205
YES,*,*,*,NO,*,*,YES,*,100,407,3160843.30,767558.07,0.2428
NO,NO,NO,*,YES,YES,YES,YES,NO,0,406,2564233.51,0.00,0.0000
NO,NO,NO,NO,*,YES,YES,YES,NO,0,406,2567291.52,0.00,0.0000
NO,NO,*,NO,*,YES,YES,YES,NO,0,406,2567291.52,0.00,0.0000
*,*,*,*,NO,NO,*,*,NO,2,406,3103938.92,19328.03,0.0062
NO,*,*,*,*,YES,NO,NO,YES,387,406,2035073.90,1937722.62,0.9522
NO,YES,NO,*,YES,*,NO,YES,YES,325,406,2660842.02,2186878.88,0.8219
NO,*,NO,NO,YES,*,*,NO,YES,388,405,1978804.93,1900700.40,0.9605
NO,*,*,NO,YES,*,*,NO,YES,388,405,1978804.93,1900700.40,0.9605
NO,NO,NO,*,YES,NO,NO,YES,YES,365,405,2552934.59,2288790.54,0.8965
*,YES,NO,*,YES,*,YES,*,YES,348,405,2803763.96,2411000.43,0.8599
NO,NO,NO,*,*,NO,YES,YES,*,196,405,2483892.39,1125469.47,0.4531
*,NO,NO,NO,YES,YES,*,NO,NO,0,404,1889700.36,0.00,0.0000
*,NO,*,NO,YES,YES,*,NO,NO,0,404,1889700.36,0.00,0.0000
NO,*,YES,YES,*,*,*,*,NO,1,404,2831683.62,9758.23,0.0034
NO,*,YES,*,*,*,*,*,NO,1,404,2831683.62,9758.23,0.0034
NO,NO,NO,NO,*,*,*,NO,YES,390,404,1995964.09,1937543.66,0.9707
NO,NO,*,NO,*,*,*,NO,YES,390,404,1995964.09,1937543.66,0.9707
YES,NO,NO,NO,*,NO,NO,*,*,133,404,2633076.72,812720.75,0.3087
YES,NO,*,NO,*,NO,NO,*,*,133,404,2633076.72,812720.75,0.3087
*,*,NO,NO,*,NO,YES,YES,NO,2,403,2909779.42,13902.68,0.0048
*,*,*,NO,*,NO,YES,YES,NO,2,403,2909779.42,13902.68,0.0048
NO,NO,*,YES,*,YES,*,*,NO,1,403,2152246.94,3134.27,0.0015
NO,*,*,*,YES,NO,YES,YES,YES,351,403,2478343.90,2166675.47,0.8742
NO,*,YES,YES,*,*,NO,YES,*,97,403,2953299.94,751426.51,0.2544
NO,*,YES,*,*,*,NO,YES,*,97,403,2953299.94,751426.51,0.2544
NO,*,NO,NO,YES,YES,YES,YES,NO,0,402,2549648.69,0.00,0.0000
NO,*,*,NO,YES,YES,YES,YES,NO,0,402,2549648.69,0.00,0.0000
YES,NO,NO,*,YES,NO,NO,YES,YES,345,402,2877064.25,2501060.51,0.8693
NO,YES,*,YES,*,*,NO,YES,YES,321,402,2777005.40,2300215.59,0.8283
*,NO,NO,NO,YES,NO,NO,YES,*,146,402,2579140.05,921497.66,0.3573
*,NO,*,NO,YES,NO,NO,YES,*,146,402,2579140.05,921497.66,0.3573
NO,YES,*,YES,YES,NO,YES,YES,*,125,402,2565011.95,826511.53,0.3222
YES,NO,NO,NO,*,NO,*,YES,*,109,401,2780088.39,760129.10,0.2734
YES,NO,*,NO,*,NO,*,YES,*,109,401,2780088.39,760129.10,0.2734
YES,NO,NO,YES,*,NO,*,NO,NO,2,400,2500055.62,8948.32,0.0036
*,NO,NO,NO,*,NO,*,YES,NO,2,400,2692861.71,16457.13,0.0061
*,NO,*,NO,*,NO,*,YES,NO,2,400,2692861.71,16457.13,0.0061
NO,NO,NO,YES,*,*,NO,NO,YES,371,400,2036428.84,1864769.11,0.9157
NO,*,NO,YES,*,NO,*,NO,YES,359,400,2285466.20,2048585.50,0.8964
NO,YES,NO,YES,YES,NO,NO,*,YES,322,400,2663142.54,2208795.23,0.8294
NO,NO,*,YES,YES,*,YES,*,*,187,400,2401316.83,1042453.04,0.4341
NO,YES,NO,YES,*,NO,YES,*,*,138,399,2547413.43,888404.11,0.3487
NO,NO,NO,NO,YES,YES,YES,YES,NO,0,398,2521620.75,0.00,0.0000
NO,NO,*,NO,YES,YES,YES,YES,NO,0,398,2521620.75,0.00,0.0000
YES,*,NO,*,YES,NO,*,NO,YES,355,398,2388071.77,2116979.08,0.8865
NO,NO,*,*,YES,YES,*,NO,YES,379,398,1929578.10,1833171.24,0.9500
YES,*,NO,YES,*,YES,*,*,YES,348,398,2299741.32,2004687.10,0.8717
YES,NO,NO,YES,YES,NO,*,NO,NO,2,397,2473170.19,8948.32,0.0036
NO,*,NO,YES,*,*,*,NO,NO,1,397,2066174.18,8927.44,0.0043
NO,NO,NO,*,YES,NO,NO,YES,NO,1,397,2411372.06,5345.62,0.0022
NO,YES,*,*,*,*,YES,*,NO,0,397,2464818.53,0.00,0.0000
NO,NO,*,YES,YES,YES,*,*,NO,1,396,2107607.87,3134.27,0.0015
NO,*,YES,YES,YES,*,*,*,NO,1,396,2775957.28,9758.23,0.0035
NO,*,YES,*,YES,*,*,*,NO,1,396,2775957.28,9758.23,0.0035
YES,*,*,*,YES,NO,YES,*,YES,342,396,3019720.85,2620183.47,0.8677
NO,*,NO,YES,YES,NO,*,NO,YES,354,395,2267150.75,2030270.05,0.8955
YES,NO,YES,YES,*,*,NO,NO,*,38,395,2482793.49,224031.83,0.0902
YES,NO,YES,*,*,*,NO,NO,*,38,395,2482793.49,224031.83,0.0902
*,NO,NO,*,*,*,YES,NO,*,226,395,2197006.44,1222995.23,0.5567
NO,*,*,YES,YES,NO,YES,YES,NO,0,394,2559637.38,0.00,0.0000
*,*,NO,*,NO,*,*,YES,NO,1,394,2904124.08,9664.01,0.0033
YES,NO,NO,YES,*,NO,YES,*,NO,0,394,3269124.13,0.00,0.0000
*,YES,NO,*,YES,NO,YES,*,YES,338,394,2752432.03,2364316.21,0.8590
NO,*,*,YES,*,NO,YES,*,YES,339,394,2439271.42,2099615.01,0.8608
NO,*,*,YES,YES,*,YES,*,YES,340,394,2388100.65,2055128.57,0.8606
*,*,*,*,NO,*,NO,YES,*,111,394,2932926.50,772851.93,0.2635
NO,*,YES,YES,YES,*,NO,YES,*,94,394,2887585.22,724833.11,0.2510
NO,*,YES,*,YES,*,NO,YES,*,94,394,2887585.22,724833.11,0.2510
NO,NO,*,*,YES,NO,YES,YES,*,182,394,2438682.80,1031346.43,0.4229
NO,NO,*,*,*,*,NO,NO,NO,1,393,1890071.18,8927.44,0.0047
*,NO,YES,YES,*,*,*,NO,NO,0,393,2454773.36,0.00,0.0000
*,NO,YES,*,*,*,*,NO,NO,0,393,2454773.36,0.00,0.0000
NO,*,NO,YES,YES,*,YES,*,NO,0,393,2460164.80,0.00,0.0000
YES,*,*,*,*,YES,*,NO,YES,366,393,1979804.06,1825472.91,0.9220
*,*,*,*,YES,NO,YES,NO,*,193,393,2602362.23,1210394.13,0.4651
NO,NO,NO,YES,*,*,YES,*,*,190,393,2327281.33,1057846.36,0.4545
NO,*,NO,YES,YES,*,*,NO,NO,1,392,2022668.44,8927.44,0.0044
NO,*,NO,YES,*,YES,NO,*,NO,1,392,2054649.51,3134.27,0.0015
NO,YES,*,YES,YES,*,NO,YES,YES,314,392,2700053.50,2249862.49,0.8333
YES,*,NO,*,*,NO,YES,*,YES,340,392,2923092.74,2515289.18,0.8605
*,*,YES,YES,*,NO,*,*,YES,326,392,3267358.34,2769755.03,0.8477
*,*,YES,*,*,NO,*,*,YES,326,392,3267358.34,2769755.03,0.8477
YES,NO,YES,YES,YES,*,NO,NO,*,37,392,2461455.37,215158.10,0.0874
YES,NO,YES,*,YES,*,NO,NO,*,37,392,2461455.37,215158.10,0.0874
NO,YES,NO,NO,*,*,*,YES,*,129,392,2430485.03,796583.76,0.3277
NO,YES,*,NO,*,*,*,YES,*,129,392,2430485.03,796583.76,0.3277
NO,YES,NO,YES,YES,*,YES,*,*,136,392,2455132.18,869322.53,0.3541
*,YES,*,*,NO,NO,*,*,*,93,392,2962126.08,641337.52,0.2165
NO,*,NO,*,YES,YES,*,NO,YES,372,391,1870679.88,1779746.99,0.9514
NO,YES,NO,*,YES,NO,NO,YES,YES,313,391,2588855.67,2134402.03,0.8245
NO,YES,*,YES,*,NO,NO,YES,YES,314,391,2708761.92,2254800.47,0.8324
*,NO,YES,YES,YES,*,*,NO,NO,0,390,2434227.00,0.00,0.0000
*,NO,YES,*,YES,*,*,NO,NO,0,390,2434227.00,0.00,0.0000
NO,NO,*,*,*,YES,NO,NO,YES,372,390,1966549.02,1871326.20,0.9516
*,NO,*,YES,YES,*,YES,*,YES,337,390,2506285.10,2136315.90,0.8524
*,YES,*,*,NO,*,*,YES,*,84,390,2954977.31,591634.88,0.2002
*,YES,NO,NO,*,NO,YES,*,*,97,390,2870306.97,685383.33,0.2388
*,YES,*,NO,*,NO,YES,*,*,97,390,2870306.97,685383.33,0.2388
YES,NO,*,YES,*,YES,NO,*,YES,340,389,2226888.26,1935370.10,0.8691
*,*,YES,YES,*,NO,*,NO,*,66,389,2802893.56,506705.15,0.1808
*,*,YES,*,*,NO,*,NO,*,66,389,2802893.56,506705.15,0.1808
YES,*,YES,YES,*,YES,*,NO,*,30,389,2333438.07,153855.16,0.0659
NO,*,*,YES,*,YES,*,NO,*,181,389,1819552.13,829770.94,0.4560
YES,*,YES,*,*,YES,*,NO,*,30,389,2333438.07,153855.16,0.0659
NO,NO,NO,YES,YES,*,NO,NO,YES,359,388,1966674.60,1795014.87,0.9127
NO,NO,*,*,YES,*,NO,NO,NO,1,387,1849338.47,8927.44,0.0048
YES,NO,NO,NO,YES,*,*,NO,NO,1,387,1981049.16,11210.05,0.0057
YES,NO,*,NO,YES,*,*,NO,NO,1,387,1981049.16,11210.05,0.0057
NO,*,NO,YES,YES,YES,NO,*,NO,1,387,2018965.70,3134.27,0.0016
NO,*,NO,YES,*,NO,YES,*,NO,0,387,2493165.78,0.00,0.0000
YES,NO,NO,YES,*,*,*,NO,YES,356,387,2115596.87,1945780.50,0.9197
*,NO,NO,NO,*,YES,NO,NO,NO,0,386,1835206.97,0.00,0.0000
*,NO,*,NO,*,YES,NO,NO,NO,0,386,1835206.97,0.00,0.0000
*,*,*,YES,YES,YES,*,NO,YES,356,386,1873880.40,1679773.87,0.8964
YES,YES,NO,YES,*,NO,NO,YES,YES,329,386,2945761.09,2559133.73,0.8688
*,YES,*,YES,*,*,YES,*,YES,331,386,2801144.32,2405850.10,0.8589
*,*,YES,YES,YES,NO,*,*,YES,320,386,3220595.59,2722992.28,0.8455
*,*,YES,*,YES,NO,*,*,YES,320,386,3220595.59,2722992.28,0.8455
*,NO,NO,*,NO,*,*,*,*,205,386,2564922.01,1338355.15,0.5218
YES,NO,NO,YES,YES,NO,YES,*,NO,0,385,3221006.39,0.00,0.0000
