in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
*,YES,NO,*,*,*,YES,YES,*,69,292,2173209.14,497967.55,0.2291
YES,*,*,*,*,*,YES,YES,*,60,292,2331849.89,471708.29,0.2023
*,*,NO,YES,*,*,NO,YES,NO,0,291,2480965.45,0.00,0.0000
NO,*,*,*,YES,*,*,*,NO,0,291,2078502.61,0.00,0.0000
NO,YES,NO,*,*,*,*,YES,*,75,291,2063587.76,533497.55,0.2585
*,*,YES,YES,YES,*,NO,YES,NO,0,290,3111904.54,0.00,0.0000
*,*,YES,*,YES,*,NO,YES,NO,0,290,3111904.54,0.00,0.0000
*,*,NO,*,NO,NO,*,YES,*,76,290,2097583.07,510972.14,0.2436
NO,*,NO,NO,*,NO,*,*,*,100,290,1993125.28,682059.84,0.3422
NO,*,*,NO,*,NO,*,*,*,100,290,1993125.28,682059.84,0.3422
NO,*,NO,*,*,NO,*,YES,NO,0,289,2065752.24,0.00,0.0000
YES,*,NO,YES,*,*,*,YES,NO,0,289,2563882.58,0.00,0.0000
YES,*,YES,YES,YES,NO,*,YES,*,9,289,3206517.09,113561.85,0.0354
YES,*,YES,*,YES,NO,*,YES,*,9,289,3206517.09,113561.85,0.0354
YES,YES,NO,*,*,NO,NO,*,*,36,289,2383184.51,294062.78,0.1234
YES,*,YES,YES,*,*,NO,*,NO,0,288,3130637.62,0.00,0.0000
YES,*,YES,*,*,*,NO,*,NO,0,288,3130637.62,0.00,0.0000
*,NO,NO,NO,*,*,*,YES,*,113,288,2060212.61,787336.19,0.3822
*,NO,*,NO,*,*,*,YES,*,113,288,2060212.61,787336.19,0.3822
NO,*,*,YES,*,*,*,*,*,76,288,2179033.84,609069.55,0.2795
YES,*,YES,YES,YES,*,*,YES,NO,0,287,3137873.17,0.00,0.0000
YES,*,YES,*,YES,*,*,YES,NO,0,287,3137873.17,0.00,0.0000
YES,*,YES,YES,*,NO,NO,*,*,11,287,3178420.61,123634.53,0.0389
YES,*,YES,*,*,NO,NO,*,*,11,287,3178420.61,123634.53,0.0389
YES,*,NO,*,*,*,YES,*,*,71,287,2216548.02,528123.57,0.2383
*,*,*,*,YES,*,YES,*,NO,0,286,2222828.51,0.00,0.0000
YES,YES,NO,*,*,*,NO,YES,*,34,286,2339722.50,289267.37,0.1236
*,YES,NO,YES,YES,NO,*,YES,*,46,286,2365771.53,378223.17,0.1599
YES,*,NO,*,YES,NO,NO,*,*,30,286,2455262.53,277885.72,0.1132
NO,*,NO,*,*,*,YES,*,*,113,286,1952152.76,771580.35,0.3952
*,NO,*,YES,*,NO,*,*,*,52,286,2668618.65,418653.49,0.1569
*,*,YES,YES,YES,NO,NO,*,NO,0,285,3070362.25,0.00,0.0000
*,*,YES,*,YES,NO,NO,*,NO,0,285,3070362.25,0.00,0.0000
YES,*,NO,NO,*,NO,*,*,*,54,284,2086105.47,416616.27,0.1997
YES,*,*,NO,*,NO,*,*,*,54,284,2086105.47,416616.27,0.1997
*,*,NO,NO,NO,*,*,*,*,100,284,1909046.51,616876.56,0.3231
*,*,*,NO,NO,*,*,*,*,100,284,1909046.51,616876.56,0.3231
YES,*,NO,NO,*,*,*,YES,NO,1,283,2154070.78,9664.01,0.0045
YES,*,*,NO,*,*,*,YES,NO,1,283,2154070.78,9664.01,0.0045
*,*,NO,YES,*,NO,NO,*,NO,1,283,2423100.59,5020.52,0.0021
NO,YES,NO,*,*,NO,*,YES,*,73,283,2016632.89,522518.15,0.2591
*,NO,*,*,*,NO,NO,*,*,56,283,2592006.75,433341.95,0.1672
YES,*,YES,YES,YES,*,NO,*,*,11,282,3109985.28,136578.23,0.0439
YES,*,YES,*,YES,*,NO,*,*,11,282,3109985.28,136578.23,0.0439
*,*,YES,YES,YES,NO,NO,YES,NO,0,281,3040379.75,0.00,0.0000
*,*,YES,*,YES,NO,NO,YES,NO,0,281,3040379.75,0.00,0.0000
*,YES,NO,YES,*,NO,*,YES,NO,0,281,2336641.99,0.00,0.0000
YES,*,YES,YES,YES,NO,*,*,NO,0,281,3087419.95,0.00,0.0000
YES,*,YES,*,YES,NO,*,*,NO,0,281,3087419.95,0.00,0.0000
*,YES,NO,*,*,NO,YES,YES,*,68,281,2097087.44,493753.76,0.2354
YES,*,YES,YES,*,*,NO,YES,NO,0,280,3076224.70,0.00,0.0000
YES,*,YES,*,*,*,NO,YES,NO,0,280,3076224.70,0.00,0.0000
YES,YES,NO,*,YES,*,*,YES,NO,0,280,2295660.74,0.00,0.0000
YES,YES,NO,*,YES,NO,*,*,NO,1,280,2310151.29,5020.52,0.0022
YES,*,YES,YES,*,NO,NO,YES,*,8,280,3127000.71,102197.13,0.0327
YES,*,YES,*,*,NO,NO,YES,*,8,280,3127000.71,102197.13,0.0327
YES,*,NO,YES,YES,*,*,YES,*,37,280,2468097.84,329903.63,0.1337
YES,NO,*,*,*,*,NO,*,*,44,280,2663037.04,354862.55,0.1333
*,YES,NO,*,YES,*,NO,YES,NO,0,279,2237318.09,0.00,0.0000
*,NO,*,*,*,*,NO,YES,NO,0,279,2606027.07,0.00,0.0000
*,YES,NO,*,YES,NO,NO,*,NO,1,279,2249490.67,5020.52,0.0022
YES,*,NO,YES,*,NO,*,*,NO,1,279,2485053.06,5020.52,0.0020
YES,NO,*,*,YES,*,*,YES,*,41,279,2647783.50,343606.12,0.1298
*,*,NO,NO,*,NO,YES,*,*,88,279,2003172.63,653136.71,0.3261
*,*,*,NO,*,NO,YES,*,*,88,279,2003172.63,653136.71,0.3261
YES,NO,*,*,*,*,*,YES,NO,0,278,2647985.36,0.00,0.0000
YES,*,YES,YES,YES,NO,*,YES,NO,0,277,3057437.45,0.00,0.0000
YES,*,YES,*,YES,NO,*,YES,NO,0,277,3057437.45,0.00,0.0000
*,*,NO,*,YES,*,*,*,YES,238,276,2051302.68,1792065.66,0.8736
*,YES,YES,YES,*,*,*,*,*,20,276,2797379.14,234286.23,0.0838
*,YES,YES,*,*,*,*,*,*,20,276,2797379.14,234286.23,0.0838
YES,YES,NO,*,*,*,NO,*,NO,2,275,2239679.63,14684.53,0.0066
YES,*,NO,YES,YES,NO,*,*,*,40,275,2438516.79,355839.63,0.1459
*,YES,NO,NO,*,NO,*,YES,NO,1,274,1991491.10,9664.01,0.0049
*,YES,*,NO,*,NO,*,YES,NO,1,274,1991491.10,9664.01,0.0049
YES,*,YES,YES,*,NO,NO,*,NO,0,273,3019268.29,0.00,0.0000
YES,*,YES,*,*,NO,NO,*,NO,0,273,3019268.29,0.00,0.0000
YES,*,YES,YES,YES,*,NO,YES,*,9,273,3048466.60,119822.15,0.0393
YES,*,YES,*,YES,*,NO,YES,*,9,273,3048466.60,119822.15,0.0393
*,*,NO,*,NO,*,*,*,NO,2,272,1992963.89,19328.03,0.0097
*,*,*,*,*,NO,*,YES,YES,238,272,2145801.37,1902198.64,0.8865
NO,*,*,YES,*,NO,*,*,*,71,272,2066699.70,567974.19,0.2748
*,*,NO,YES,YES,NO,NO,YES,*,37,271,2381926.10,336723.94,0.1414
NO,*,NO,*,*,*,NO,YES,*,78,270,1910120.65,533527.04,0.2793
NO,NO,NO,*,*,*,*,*,*,122,270,1786218.66,804491.84,0.4504
YES,*,YES,YES,*,NO,NO,YES,NO,0,269,2989285.78,0.00,0.0000
YES,*,YES,*,*,NO,NO,YES,NO,0,269,2989285.78,0.00,0.0000
*,*,NO,YES,YES,*,NO,*,NO,1,269,2291148.19,5020.52,0.0022
NO,*,*,*,*,NO,NO,YES,*,67,269,2023119.51,518602.16,0.2563
*,NO,*,YES,*,NO,*,YES,*,41,269,2554869.47,334094.37,0.1308
YES,*,YES,YES,YES,NO,NO,*,*,10,269,3006055.37,118953.21,0.0396
YES,*,YES,*,YES,NO,NO,*,*,10,269,3006055.37,118953.21,0.0396
*,NO,*,YES,YES,*,*,*,*,47,269,2523410.12,375798.96,0.1489
*,*,*,*,YES,*,YES,YES,NO,0,268,2062452.15,0.00,0.0000
NO,*,*,*,YES,*,*,YES,NO,0,268,1890046.10,0.00,0.0000
YES,*,YES,YES,YES,*,NO,*,NO,0,268,2937889.26,0.00,0.0000
YES,*,YES,*,YES,*,NO,*,NO,0,268,2937889.26,0.00,0.0000
YES,*,NO,YES,*,*,NO,*,*,36,268,2385130.03,326386.51,0.1368
*,YES,*,*,NO,*,*,*,*,61,268,1963249.08,411238.26,0.2095
*,*,NO,*,*,YES,*,*,*,103,267,1873753.05,648411.91,0.3460
*,*,*,*,NO,*,*,YES,NO,1,265,2005333.35,9664.01,0.0048
*,*,NO,NO,*,*,*,*,YES,244,265,1761429.28,1637497.99,0.9296
*,*,*,NO,*,*,*,*,YES,244,265,1761429.28,1637497.99,0.9296
*,*,NO,NO,YES,*,NO,*,*,62,265,1931946.52,440306.27,0.2279
*,*,*,NO,YES,*,NO,*,*,62,265,1931946.52,440306.27,0.2279
*,NO,*,*,*,*,YES,*,*,104,265,1868608.66,729173.82,0.3902
*,*,NO,YES,*,NO,NO,YES,NO,0,264,2263467.04,0.00,0.0000
*,*,NO,NO,*,*,NO,YES,NO,1,264,1953788.93,9664.01,0.0049
*,*,*,NO,*,*,NO,YES,NO,1,264,1953788.93,9664.01,0.0049
YES,YES,NO,*,YES,NO,*,YES,NO,0,264,2177374.52,0.00,0.0000
*,NO,NO,*,YES,*,*,*,NO,0,264,2086561.02,0.00,0.0000
YES,YES,NO,*,*,NO,NO,YES,*,29,264,2163807.15,240311.07,0.1111
*,YES,YES,YES,*,*,*,YES,*,15,264,2712053.75,196193.70,0.0723
*,YES,YES,*,*,*,*,YES,*,15,264,2712053.75,196193.70,0.0723
YES,*,*,*,*,NO,YES,*,*,55,264,2115019.40,438567.28,0.2074
YES,*,YES,YES,YES,NO,NO,YES,*,8,263,2959316.79,102197.13,0.0345
YES,*,YES,*,YES,NO,NO,YES,*,8,263,2959316.79,102197.13,0.0345
*,YES,NO,YES,*,*,NO,*,*,37,263,2259960.56,338652.81,0.1498
*,YES,YES,YES,*,NO,*,*,*,18,263,2692861.25,212355.68,0.0789
*,YES,YES,*,*,NO,*,*,*,18,263,2692861.25,212355.68,0.0789
NO,YES,*,*,YES,*,*,*,*,72,263,1947104.85,556990.13,0.2861
*,YES,NO,*,YES,NO,NO,YES,NO,0,262,2113323.12,0.00,0.0000
YES,*,NO,YES,*,NO,*,YES,NO,0,262,2345464.11,0.00,0.0000
NO,*,*,YES,*,*,*,YES,*,63,262,1967285.98,510087.70,0.2593
YES,*,YES,YES,YES,*,NO,YES,NO,0,261,2893126.66,0.00,0.0000
YES,*,YES,*,YES,*,NO,YES,NO,0,261,2893126.66,0.00,0.0000
*,*,*,*,NO,NO,*,*,NO,2,261,1977644.87,19328.03,0.0098
NO,*,*,*,YES,NO,*,*,NO,0,261,1909714.42,0.00,0.0000
NO,*,NO,*,*,NO,NO,*,*,71,261,1887387.14,499892.27,0.2649
YES,NO,*,*,*,NO,*,*,*,44,261,2457733.18,382519.18,0.1556
*,NO,*,YES,*,*,*,*,NO,0,260,2436133.67,0.00,0.0000
NO,*,*,*,*,*,*,*,YES,230,260,1814536.37,1603894.94,0.8839
YES,*,NO,*,YES,NO,NO,YES,*,23,260,2248891.58,226846.44,0.1009
*,NO,NO,*,*,*,NO,YES,*,70,260,2075079.75,510422.74,0.2460
*,YES,YES,YES,YES,*,*,*,*,19,260,2672098.92,229604.91,0.0859
*,YES,YES,*,YES,*,*,*,*,19,260,2672098.92,229604.91,0.0859
YES,YES,NO,YES,*,*,*,*,*,41,260,2286924.98,351363.03,0.1536
*,YES,*,*,*,*,YES,*,NO,0,259,2020705.90,0.00,0.0000
YES,*,NO,*,*,*,YES,YES,*,58,259,2024890.60,449488.14,0.2220
NO,*,*,*,*,*,YES,YES,*,94,259,1758121.40,648614.38,0.3689
NO,*,*,*,YES,*,NO,*,*,78,259,1899477.41,598257.64,0.3150
NO,*,*,*,*,NO,YES,*,*,89,259,1821104.66,636608.47,0.3496
YES,*,NO,NO,YES,*,*,*,*,46,259,2010353.57,358776.37,0.1785
YES,*,*,NO,YES,*,*,*,*,46,259,2010353.57,358776.37,0.1785
*,*,NO,NO,*,NO,NO,YES,*,53,258,1844547.58,372707.59,0.2021
*,*,*,NO,*,NO,NO,YES,*,53,258,1844547.58,372707.59,0.2021
*,*,*,*,NO,*,NO,*,*,77,258,1905759.32,517267.74,0.2714
NO,YES,*,*,YES,NO,*,*,*,69,257,1909815.70,541705.19,0.2836
YES,*,YES,YES,YES,NO,NO,*,NO,0,256,2851584.37,0.00,0.0000
YES,*,YES,*,YES,NO,NO,*,NO,0,256,2851584.37,0.00,0.0000
*,YES,NO,YES,YES,*,*,*,NO,1,256,2132202.50,5020.52,0.0024
YES,*,*,*,NO,*,*,*,*,66,256,1978810.73,481213.49,0.2432
YES,*,NO,YES,YES,*,*,*,NO,1,255,2245698.31,5020.52,0.0022
YES,*,NO,YES,YES,NO,*,YES,*,34,255,2275008.33,310465.65,0.1365
*,YES,NO,NO,YES,*,*,*,*,53,255,1859514.20,392211.30,0.2109
*,YES,*,NO,YES,*,*,*,*,53,255,1859514.20,392211.30,0.2109
YES,*,NO,*,YES,NO,NO,*,NO,1,254,2151551.21,5020.52,0.0023
YES,YES,NO,*,*,NO,NO,*,NO,2,254,2090047.90,14684.53,0.0070
*,YES,YES,YES,*,*,*,*,NO,0,254,2544165.45,0.00,0.0000
*,YES,YES,*,*,*,*,*,NO,0,254,2544165.45,0.00,0.0000
YES,*,NO,NO,*,NO,*,YES,*,45,254,1855190.06,356358.14,0.1921
YES,*,*,NO,*,NO,*,YES,*,45,254,1855190.06,356358.14,0.1921
*,YES,YES,YES,*,NO,*,YES,*,14,254,2618905.16,178568.68,0.0682
*,YES,YES,*,*,NO,*,YES,*,14,254,2618905.16,178568.68,0.0682
*,*,*,YES,*,*,YES,*,*,58,254,2006751.19,441595.06,0.2201
*,*,*,*,YES,*,*,YES,YES,219,253,2022188.78,1779141.51,0.8798
*,NO,*,*,*,NO,NO,YES,*,43,253,2406494.21,346324.70,0.1439
*,NO,NO,*,YES,NO,*,*,*,76,253,2007817.05,617920.02,0.3078
YES,*,YES,YES,YES,NO,NO,YES,NO,0,252,2821601.86,0.00,0.0000
YES,*,YES,*,YES,NO,NO,YES,NO,0,252,2821601.86,0.00,0.0000
YES,YES,NO,*,*,*,NO,YES,NO,1,252,2050828.55,9664.01,0.0047
*,*,*,*,YES,NO,YES,*,NO,0,252,1968461.02,0.00,0.0000
*,NO,*,*,YES,NO,*,*,NO,0,252,2300027.59,0.00,0.0000
*,NO,NO,*,*,*,YES,*,*,103,252,1766709.55,718318.39,0.4066
*,YES,NO,*,NO,*,*,*,*,60,252,1837968.85,406556.93,0.2212
NO,YES,*,*,*,*,*,*,NO,0,251,1799089.70,0.00,0.0000
NO,*,*,YES,*,NO,*,YES,*,60,251,1889645.50,481628.21,0.2549
*,NO,NO,NO,YES,*,*,*,*,93,251,1802693.25,647738.16,0.3593
*,NO,*,NO,YES,*,*,*,*,93,251,1802693.25,647738.16,0.3593
*,*,NO,YES,YES,*,NO,YES,NO,0,250,2155508.74,0.00,0.0000
*,NO,*,*,YES,*,NO,*,NO,0,250,2325795.84,0.00,0.0000
NO,*,NO,*,YES,*,*,*,NO,0,250,1767760.46,0.00,0.0000
*,*,NO,*,*,NO,*,YES,YES,219,250,1891934.22,1683849.29,0.8900
*,YES,YES,YES,YES,*,*,YES,*,15,250,2601641.43,196193.70,0.0754
*,YES,YES,*,YES,*,*,YES,*,15,250,2601641.43,196193.70,0.0754
*,*,NO,*,YES,*,YES,*,NO,0,249,1899680.42,0.00,0.0000
*,YES,NO,YES,*,NO,NO,*,*,34,249,2143672.68,309000.70,0.1441
*,YES,YES,YES,YES,NO,*,*,*,17,249,2585988.82,207674.35,0.0803
*,YES,YES,*,YES,NO,*,*,*,17,249,2585988.82,207674.35,0.0803
*,YES,*,*,*,NO,YES,*,NO,0,248,1944518.40,0.00,0.0000
*,YES,NO,YES,YES,NO,*,*,NO,1,248,2067898.77,5020.52,0.0024
*,NO,*,YES,YES,*,*,YES,*,37,248,2384859.43,309428.65,0.1297
YES,NO,NO,*,*,*,*,YES,*,56,248,2080228.31,461913.83,0.2220
NO,NO,*,*,*,*,*,YES,*,102,248,1695773.78,689130.83,0.4064
*,YES,YES,YES,*,*,*,YES,NO,0,247,2496932.59,0.00,0.0000
*,NO,*,YES,*,*,*,YES,NO,0,247,2349371.36,0.00,0.0000
*,YES,YES,*,*,*,*,YES,NO,0,247,2496932.59,0.00,0.0000
YES,*,*,*,*,NO,YES,YES,*,49,247,1978361.31,393638.47,0.1990
NO,*,NO,NO,YES,*,*,*,*,100,247,1651853.88,681173.08,0.4124
NO,*,*,NO,YES,*,*,*,*,100,247,1651853.88,681173.08,0.4124
NO,*,NO,*,*,*,YES,YES,*,93,246,1663831.58,639144.56,0.3841
*,NO,*,YES,*,*,NO,*,*,41,246,2360575.40,336597.98,0.1426
NO,*,NO,*,*,NO,YES,*,*,88,246,1726814.84,627138.65,0.3632
*,*,NO,NO,YES,NO,*,*,NO,0,245,1760987.80,0.00,0.0000
*,*,*,NO,YES,NO,*,*,NO,0,245,1760987.80,0.00,0.0000
YES,NO,*,*,YES,*,*,*,NO,0,245,2364290.49,0.00,0.0000
YES,YES,NO,YES,*,NO,*,*,*,38,245,2164919.48,321710.92,0.1486
*,YES,*,*,*,*,YES,YES,NO,0,244,1891389.20,0.00,0.0000
NO,*,*,*,YES,NO,*,YES,NO,0,244,1768659.94,0.00,0.0000
*,YES,YES,YES,*,NO,*,*,NO,0,244,2471619.28,0.00,0.0000
*,YES,YES,*,*,NO,*,*,NO,0,244,2471619.28,0.00,0.0000
NO,*,NO,*,*,*,*,*,YES,214,244,1658768.23,1448126.80,0.8730
YES,NO,*,*,*,*,NO,YES,*,28,244,2419285.15,247662.00,0.1024
NO,*,NO,NO,*,NO,*,YES,*,80,244,1707700.54,565110.91,0.3309
NO,*,*,NO,*,NO,*,YES,*,80,244,1707700.54,565110.91,0.3309
*,*,*,YES,*,NO,YES,*,*,56,244,1932951.43,422039.04,0.2183
*,YES,*,*,YES,*,YES,*,*,57,244,1897052.61,434057.53,0.2288
*,YES,*,*,NO,NO,*,*,*,58,244,1790924.05,381310.88,0.2129
NO,YES,*,*,*,NO,*,*,NO,0,243,1752382.68,0.00,0.0000
*,YES,YES,YES,*,*,NO,*,*,18,243,2498029.14,213451.68,0.0854
*,YES,YES,*,*,*,NO,*,*,18,243,2498029.14,213451.68,0.0854
*,*,NO,YES,YES,NO,NO,*,NO,1,242,2088767.88,5020.52,0.0024
*,YES,YES,YES,YES,NO,*,YES,*,14,242,2526900.65,178568.68,0.0707
*,YES,YES,*,YES,NO,*,YES,*,14,242,2526900.65,178568.68,0.0707
*,YES,NO,YES,YES,*,*,YES,NO,0,241,2001353.77,0.00,0.0000
*,*,NO,NO,YES,*,YES,*,*,84,241,1730260.93,599643.19,0.3466
*,*,*,NO,YES,*,YES,*,*,84,241,1730260.93,599643.19,0.3466
*,*,NO,NO,*,NO,YES,YES,*,72,240,1718343.02,548761.46,0.3194
*,*,*,NO,*,NO,YES,YES,*,72,240,1718343.02,548761.46,0.3194
*,*,*,YES,*,*,YES,YES,*,51,240,1887490.39,383869.40,0.2034
*,YES,NO,NO,*,*,NO,*,*,47,240,1677357.11,312777.08,0.1865
YES,*,NO,NO,*,*,NO,*,*,49,240,1820889.66,365238.83,0.2006
*,YES,*,NO,*,*,NO,*,*,47,240,1677357.11,312777.08,0.1865
YES,*,*,NO,*,*,NO,*,*,49,240,1820889.66,365238.83,0.2006
*,YES,YES,YES,*,NO,*,YES,NO,0,239,2431450.20,0.00,0.0000
*,YES,YES,*,*,NO,*,YES,NO,0,239,2431450.20,0.00,0.0000
*,NO,NO,*,YES,*,*,YES,NO,0,239,1909033.30,0.00,0.0000
YES,*,*,*,*,*,YES,*,NO,0,239,1930453.04,0.00,0.0000
*,YES,YES,YES,YES,*,*,*,NO,0,239,2423566.55,0.00,0.0000
*,YES,YES,*,YES,*,*,*,NO,0,239,2423566.55,0.00,0.0000
*,YES,*,*,YES,NO,YES,*,*,56,239,1862222.60,429843.74,0.2308
*,NO,*,*,YES,NO,*,YES,NO,0,238,2199656.85,0.00,0.0000
YES,*,NO,YES,YES,*,*,YES,NO,0,238,2116286.19,0.00,0.0000
*,*,*,*,*,*,NO,*,YES,210,238,1851545.90,1631381.10,0.8811
*,YES,NO,YES,*,*,NO,YES,*,30,238,2039401.70,280128.03,0.1374
YES,YES,NO,YES,*,*,*,YES,*,34,238,2094337.65,295707.47,0.1412
*,NO,NO,*,YES,*,NO,*,*,63,238,1881558.93,463946.60,0.2466
*,*,*,*,YES,NO,YES,YES,NO,0,237,1824890.62,0.00,0.0000
*,*,NO,*,NO,NO,*,*,NO,2,237,1754569.08,19328.03,0.0110
YES,*,NO,YES,*,*,NO,YES,*,24,237,2140088.59,230140.97,0.1075
YES,YES,YES,YES,*,*,*,*,*,11,237,2483603.44,134340.90,0.0541
YES,YES,YES,*,*,*,*,*,*,11,237,2483603.44,134340.90,0.0541
YES,*,NO,*,YES,NO,NO,YES,NO,0,236,2014727.70,0.00,0.0000
YES,YES,NO,*,*,NO,NO,YES,NO,1,236,1933160.09,9664.01,0.0050
*,*,NO,*,NO,*,*,YES,NO,1,236,1750367.01,9664.01,0.0055
*,NO,*,*,*,*,*,*,YES,214,236,1660661.34,1510357.88,0.9095
YES,NO,*,*,*,NO,*,YES,*,35,236,2271993.03,312581.06,0.1376
*,YES,*,*,NO,*,*,YES,*,50,236,1748219.62,349700.49,0.2000
NO,YES,*,*,YES,*,*,YES,*,59,236,1732008.12,468145.27,0.2703
YES,YES,NO,*,YES,*,NO,*,*,24,236,1982537.67,215089.22,0.1085
*,*,NO,NO,YES,*,NO,YES,*,51,235,1722149.09,374806.14,0.2176
*,*,*,NO,YES,*,NO,YES,*,51,235,1722149.09,374806.14,0.2176
*,YES,NO,NO,YES,NO,*,*,*,47,235,1725335.87,349900.62,0.2028
*,YES,*,NO,YES,NO,*,*,*,47,235,1725335.87,349900.62,0.2028
*,NO,*,YES,YES,NO,*,*,*,40,235,2262899.89,318772.07,0.1409
*,YES,*,*,*,NO,YES,YES,NO,0,234,1819481.29,0.00,0.0000
*,*,*,*,NO,NO,*,YES,NO,1,234,1784045.83,9664.01,0.0054
YES,*,NO,*,*,NO,YES,*,*,54,234,1837867.65,427202.55,0.2324
*,YES,NO,YES,YES,NO,*,YES,NO,0,233,1937050.04,0.00,0.0000
*,YES,YES,YES,YES,*,*,YES,NO,0,233,2386520.27,0.00,0.0000
*,YES,YES,*,YES,*,*,YES,NO,0,233,2386520.27,0.00,0.0000
NO,*,*,*,*,*,NO,*,NO,0,233,1662485.97,0.00,0.0000
*,*,*,YES,*,NO,YES,YES,*,50,233,1834244.81,373013.97,0.2034
YES,*,NO,NO,YES,*,*,YES,*,37,233,1816151.42,300581.40,0.1655
YES,*,*,NO,YES,*,*,YES,*,37,233,1816151.42,300581.40,0.1655
YES,YES,NO,NO,*,*,*,*,*,32,233,1697587.99,237817.43,0.1401
YES,YES,*,NO,*,*,*,*,*,32,233,1697587.99,237817.43,0.1401
*,*,*,*,YES,NO,*,*,YES,194,232,1907936.91,1627703.80,0.8531
*,*,NO,*,YES,*,YES,YES,NO,0,231,1739304.05,0.00,0.0000
YES,*,NO,YES,YES,NO,*,*,NO,1,231,2055223.93,5020.52,0.0024
*,YES,YES,YES,YES,NO,*,*,NO,0,231,2369428.18,0.00,0.0000
*,YES,YES,*,YES,NO,*,*,NO,0,231,2369428.18,0.00,0.0000
NO,*,*,*,YES,*,NO,YES,*,64,231,1705083.59,506645.94,0.2971
*,YES,YES,YES,*,*,NO,YES,*,13,231,2412703.75,175359.15,0.0727
*,YES,YES,*,*,*,NO,YES,*,13,231,2412703.75,175359.15,0.0727
NO,YES,*,*,YES,NO,*,YES,*,57,231,1699024.50,457165.87,0.2691
*,YES,YES,YES,*,NO,NO,*,*,16,231,2403552.42,191521.13,0.0797
*,YES,YES,*,*,NO,NO,*,*,16,231,2403552.42,191521.13,0.0797
*,YES,YES,YES,YES,*,NO,*,*,17,231,2404311.63,208770.36,0.0868
*,YES,YES,*,YES,*,NO,*,*,17,231,2404311.63,208770.36,0.0868
*,NO,*,*,*,YES,*,*,*,97,231,1642650.18,609510.48,0.3711
*,NO,*,*,YES,*,NO,YES,NO,0,230,2182119.29,0.00,0.0000
YES,NO,*,*,YES,*,*,YES,NO,0,230,2249582.89,0.00,0.0000
NO,YES,*,*,*,*,*,YES,NO,0,230,1629726.85,0.00,0.0000
YES,NO,*,*,*,*,NO,*,NO,1,230,2262721.92,9664.01,0.0043
NO,*,NO,*,*,NO,NO,YES,*,58,230,1700188.53,423284.48,0.2490
*,*,*,*,*,YES,*,YES,*,74,230,1704647.19,504232.37,0.2958
*,YES,NO,*,NO,NO,*,*,*,57,230,1684051.63,376629.55,0.2236
YES,*,NO,*,NO,*,*,*,*,64,230,1740574.16,465676.74,0.2675
NO,*,*,YES,YES,*,*,*,*,60,230,1789557.22,496212.32,0.2773
*,YES,NO,*,*,*,YES,*,NO,0,229,1752231.62,0.00,0.0000
YES,*,NO,YES,*,NO,NO,*,*,27,229,2075412.13,253155.44,0.1220
NO,*,NO,*,YES,*,*,YES,NO,0,228,1592866.64,0.00,0.0000
YES,*,NO,NO,*,NO,*,*,NO,2,228,1662098.76,19328.03,0.0116
YES,*,*,NO,*,NO,*,*,NO,2,228,1662098.76,19328.03,0.0116
*,NO,NO,*,*,NO,*,*,NO,1,228,1744546.98,9664.01,0.0055
*,*,NO,*,YES,*,*,YES,YES,198,228,1727726.67,1530238.37,0.8857
YES,YES,YES,YES,*,*,*,YES,*,8,228,2425119.76,112903.49,0.0466
YES,YES,YES,*,*,*,*,YES,*,8,228,2425119.76,112903.49,0.0466
*,*,NO,*,NO,*,NO,*,*,73,228,1641247.88,491189.67,0.2993
*,*,NO,YES,YES,NO,NO,YES,NO,0,227,1974065.03,0.00,0.0000
*,YES,YES,YES,YES,NO,*,YES,NO,0,227,2339445.68,0.00,0.0000
*,YES,YES,*,YES,NO,*,YES,NO,0,227,2339445.68,0.00,0.0000
YES,*,NO,YES,*,*,NO,*,NO,1,227,2023748.15,5020.52,0.0025
*,YES,NO,YES,*,NO,NO,YES,*,29,227,1940398.90,262503.01,0.1353
*,YES,NO,NO,YES,*,*,YES,*,41,227,1651376.20,311794.18,0.1888
*,YES,*,NO,YES,*,*,YES,*,41,227,1651376.20,311794.18,0.1888
YES,*,NO,YES,YES,*,NO,*,*,24,227,1999557.32,200910.10,0.1005
NO,YES,NO,*,YES,*,*,*,*,63,227,1656847.76,457044.80,0.2759
NO,*,*,*,*,NO,YES,YES,*,73,226,1574226.52,528136.96,0.3355
*,NO,*,*,*,*,YES,YES,*,83,226,1617412.15,601520.57,0.3719
YES,YES,NO,YES,*,NO,*,YES,*,33,226,1989617.24,278082.45,0.1398
YES,YES,YES,YES,*,NO,*,*,*,10,226,2390304.67,116715.88,0.0488
YES,YES,YES,*,*,NO,*,*,*,10,226,2390304.67,116715.88,0.0488
NO,NO,NO,*,*,*,*,YES,*,96,225,1510364.48,639174.05,0.4232
*,*,NO,NO,NO,NO,*,*,*,67,225,1538014.58,420467.11,0.2734
*,*,*,NO,NO,NO,*,*,*,67,225,1538014.58,420467.11,0.2734
YES,*,*,*,*,*,YES,YES,NO,0,224,1817431.06,0.00,0.0000
*,YES,YES,YES,*,*,NO,*,NO,0,224,2275691.17,0.00,0.0000
*,YES,YES,*,*,*,NO,*,NO,0,224,2275691.17,0.00,0.0000
*,*,NO,NO,*,*,YES,*,NO,0,224,1604949.00,0.00,0.0000
