in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
YES,YES,NO,*,NO,*,*,*,NO,1,116,915169.35,9664.01,0.0106
NO,*,NO,YES,YES,*,*,*,NO,0,116,872380.58,0.00,0.0000
NO,*,NO,YES,*,*,NO,YES,*,27,116,895960.54,226786.87,0.2531
*,YES,NO,NO,YES,*,YES,*,*,29,116,874783.52,222722.59,0.2546
*,YES,*,NO,YES,*,YES,*,*,29,116,874783.52,222722.59,0.2546
*,NO,*,*,NO,NO,*,*,*,38,116,838451.85,263430.97,0.3142
NO,YES,NO,*,*,NO,NO,YES,NO,0,115,843965.99,0.00,0.0000
YES,*,NO,NO,YES,*,NO,YES,NO,0,115,909615.74,0.00,0.0000
YES,*,*,NO,YES,*,NO,YES,NO,0,115,909615.74,0.00,0.0000
NO,*,*,YES,*,*,NO,YES,NO,0,115,845094.79,0.00,0.0000
YES,*,NO,NO,*,*,YES,YES,NO,0,115,868997.49,0.00,0.0000
YES,*,*,NO,*,*,YES,YES,NO,0,115,868997.49,0.00,0.0000
YES,*,*,*,*,YES,*,YES,NO,0,115,976791.34,0.00,0.0000
YES,NO,NO,*,YES,*,NO,*,NO,0,115,1013037.67,0.00,0.0000
*,*,NO,NO,YES,NO,YES,*,NO,0,115,834867.16,0.00,0.0000
*,*,*,NO,YES,NO,YES,*,NO,0,115,834867.16,0.00,0.0000
*,NO,NO,YES,YES,*,*,*,NO,0,115,985876.39,0.00,0.0000
NO,NO,*,*,YES,*,*,*,NO,0,115,792081.89,0.00,0.0000
*,*,NO,*,*,NO,NO,YES,YES,99,115,907285.35,782908.41,0.8629
*,YES,*,*,*,*,NO,*,YES,100,115,967140.13,850197.04,0.8791
*,*,*,*,YES,NO,YES,*,YES,98,115,867697.28,767147.56,0.8841
NO,*,NO,NO,*,NO,*,*,YES,100,115,767943.57,682059.84,0.8882
NO,*,*,NO,*,NO,*,*,YES,100,115,767943.57,682059.84,0.8882
YES,*,NO,*,*,NO,*,*,YES,105,115,928475.44,868084.33,0.9350
NO,YES,*,*,*,NO,*,*,YES,97,115,847943.43,722041.79,0.8515
*,*,*,*,*,YES,*,*,YES,109,115,748768.85,709657.39,0.9478
*,*,*,*,YES,*,*,NO,*,45,115,845855.31,300259.01,0.3550
*,NO,NO,YES,*,*,NO,YES,*,21,115,996647.43,176799.80,0.1774
*,NO,*,*,YES,NO,YES,YES,*,36,115,874032.93,291382.02,0.3334
NO,NO,*,YES,*,*,*,*,*,38,115,872080.20,283054.25,0.3246
YES,NO,*,YES,YES,NO,NO,YES,NO,0,114,1260336.26,0.00,0.0000
NO,*,*,*,YES,*,YES,YES,NO,0,114,794132.43,0.00,0.0000
NO,*,*,YES,*,NO,NO,*,NO,0,114,855897.95,0.00,0.0000
NO,*,*,*,YES,NO,YES,*,NO,0,114,827599.23,0.00,0.0000
NO,*,NO,*,YES,*,YES,*,NO,0,114,812200.74,0.00,0.0000
YES,YES,*,*,NO,NO,*,*,NO,1,114,909103.37,9664.01,0.0106
NO,*,*,*,NO,*,*,*,NO,0,114,766589.32,0.00,0.0000
*,*,*,YES,*,*,NO,*,YES,95,114,1048366.31,883681.95,0.8429
*,NO,*,*,*,YES,NO,YES,*,35,114,865499.90,232338.20,0.2684
YES,YES,NO,NO,YES,NO,*,YES,*,7,114,850374.59,66312.21,0.0780
YES,YES,*,NO,YES,NO,*,YES,*,7,114,850374.59,66312.21,0.0780
NO,*,NO,NO,YES,*,NO,*,*,39,114,720105.47,237590.33,0.3299
NO,*,*,NO,YES,*,NO,*,*,39,114,720105.47,237590.33,0.3299
YES,*,NO,YES,*,*,YES,*,*,28,114,946778.18,231361.77,0.2444
*,NO,NO,NO,YES,NO,*,*,*,40,114,815880.31,328308.38,0.4024
NO,YES,NO,NO,YES,NO,*,*,*,37,114,813223.92,256283.80,0.3151
*,NO,*,NO,YES,NO,*,*,*,40,114,815880.31,328308.38,0.4024
NO,YES,*,NO,YES,NO,*,*,*,37,114,813223.92,256283.80,0.3151
YES,YES,NO,NO,YES,*,*,YES,NO,0,113,825996.59,0.00,0.0000
YES,YES,*,NO,YES,*,*,YES,NO,0,113,825996.59,0.00,0.0000
YES,*,NO,*,YES,NO,YES,*,NO,0,113,905026.21,0.00,0.0000
YES,*,*,YES,*,*,YES,*,NO,0,113,978716.42,0.00,0.0000
*,*,NO,*,YES,NO,YES,*,YES,96,113,846862.73,746313.01,0.8813
*,NO,*,*,*,*,YES,*,YES,104,113,776255.56,729173.82,0.9393
NO,*,NO,NO,YES,*,*,*,YES,100,113,756473.99,681173.08,0.9005
NO,*,*,NO,YES,*,*,*,YES,100,113,756473.99,681173.08,0.9005
NO,*,NO,YES,*,NO,NO,YES,*,27,113,877192.26,226786.87,0.2585
YES,*,NO,NO,*,NO,YES,YES,*,23,113,833638.75,180148.17,0.2161
YES,*,*,NO,*,NO,YES,YES,*,23,113,833638.75,180148.17,0.2161
NO,*,NO,NO,YES,*,YES,YES,*,53,113,791946.98,396423.49,0.5006
NO,*,*,NO,YES,*,YES,YES,*,53,113,791946.98,396423.49,0.5006
NO,YES,*,*,YES,*,YES,*,*,38,113,818688.26,268568.33,0.3280
YES,NO,NO,*,*,*,YES,*,*,41,113,840383.26,293989.27,0.3498
*,NO,NO,*,*,NO,NO,YES,NO,0,112,929140.64,0.00,0.0000
*,*,*,*,NO,*,YES,YES,NO,0,112,809124.06,0.00,0.0000
*,NO,NO,NO,*,*,NO,*,NO,1,112,860114.05,9664.01,0.0112
*,NO,*,NO,*,*,NO,*,NO,1,112,860114.05,9664.01,0.0112
*,NO,*,*,*,NO,YES,*,NO,0,112,805297.35,0.00,0.0000
NO,*,NO,YES,YES,NO,*,*,NO,0,112,852900.65,0.00,0.0000
*,NO,YES,YES,*,*,*,*,NO,0,112,1224015.71,0.00,0.0000
*,NO,YES,*,*,*,*,*,NO,0,112,1224015.71,0.00,0.0000
*,*,NO,NO,*,*,YES,YES,YES,103,112,787972.43,736453.27,0.9346
*,*,*,NO,*,*,YES,YES,YES,103,112,787972.43,736453.27,0.9346
*,YES,*,*,YES,NO,*,YES,YES,95,112,939183.45,826275.36,0.8798
*,NO,NO,*,*,*,NO,*,YES,101,112,783668.08,707077.88,0.9023
*,NO,NO,*,*,*,YES,*,YES,103,112,765400.13,718318.39,0.9385
*,*,NO,*,*,*,NO,NO,*,48,112,773752.14,315998.75,0.4084
*,YES,NO,NO,YES,NO,NO,YES,*,13,112,797043.63,92001.35,0.1154
*,YES,*,NO,YES,NO,NO,YES,*,13,112,797043.63,92001.35,0.1154
*,NO,NO,YES,YES,*,NO,*,*,25,112,934343.09,193129.03,0.2067
NO,YES,*,YES,*,*,NO,*,*,22,112,892922.97,225910.91,0.2530
*,YES,NO,NO,YES,NO,YES,*,*,28,112,849994.67,218508.80,0.2571
*,YES,*,NO,YES,NO,YES,*,*,28,112,849994.67,218508.80,0.2571
NO,YES,*,*,YES,NO,YES,*,*,37,112,814474.47,264354.54,0.3246
*,NO,*,*,*,YES,*,YES,NO,0,111,875527.14,0.00,0.0000
*,*,*,YES,NO,*,*,YES,NO,0,111,892204.39,0.00,0.0000
YES,*,*,*,NO,*,NO,*,NO,2,111,902950.97,19328.03,0.0214
NO,*,NO,*,YES,NO,*,YES,YES,91,111,849671.59,702368.55,0.8266
*,*,NO,YES,*,NO,*,YES,YES,95,111,894228.96,772044.25,0.8634
NO,NO,*,*,*,*,*,YES,YES,102,111,757545.06,689130.83,0.9097
*,*,NO,YES,YES,*,*,*,YES,92,111,898004.77,752116.20,0.8375
YES,YES,NO,NO,*,NO,NO,YES,*,13,111,793473.33,99653.93,0.1256
YES,YES,*,NO,*,NO,NO,YES,*,13,111,793473.33,99653.93,0.1256
*,*,NO,*,YES,YES,NO,YES,*,29,111,837969.44,191583.47,0.2286
NO,YES,NO,*,YES,*,NO,YES,*,21,111,820361.27,165809.84,0.2021
NO,NO,NO,NO,YES,*,*,YES,*,54,111,705271.61,380563.88,0.5396
NO,NO,*,NO,YES,*,*,YES,*,54,111,705271.61,380563.88,0.5396
*,NO,YES,YES,*,*,NO,*,*,9,111,1233709.72,74106.18,0.0601
*,NO,YES,*,*,*,NO,*,*,9,111,1233709.72,74106.18,0.0601
NO,*,NO,*,YES,NO,NO,YES,NO,0,110,806226.34,0.00,0.0000
*,*,NO,*,YES,YES,*,YES,NO,0,110,864838.11,0.00,0.0000
NO,*,NO,YES,YES,*,*,YES,NO,0,110,824990.98,0.00,0.0000
NO,YES,NO,NO,*,*,*,YES,NO,0,110,783018.39,0.00,0.0000
NO,YES,*,NO,*,*,*,YES,NO,0,110,783018.39,0.00,0.0000
*,YES,NO,NO,YES,*,NO,*,NO,0,110,785759.56,0.00,0.0000
*,YES,*,NO,YES,*,NO,*,NO,0,110,785759.56,0.00,0.0000
NO,*,NO,NO,*,*,NO,*,NO,0,110,746672.95,0.00,0.0000
NO,*,*,NO,*,*,NO,*,NO,0,110,746672.95,0.00,0.0000
*,NO,*,*,YES,*,YES,*,NO,0,110,830576.55,0.00,0.0000
YES,*,NO,NO,NO,*,*,*,NO,2,110,796409.70,19328.03,0.0243
YES,*,*,NO,NO,*,*,*,NO,2,110,796409.70,19328.03,0.0243
NO,YES,NO,*,*,*,*,*,YES,92,110,769536.60,643634.96,0.8364
YES,*,NO,*,YES,YES,*,YES,*,21,110,908286.08,150312.42,0.1655
*,NO,*,*,YES,YES,NO,*,*,31,110,839630.21,206879.41,0.2464
*,YES,*,*,NO,*,YES,*,*,26,110,804288.61,168162.55,0.2091
YES,*,*,YES,*,*,YES,YES,NO,0,109,948433.58,0.00,0.0000
YES,NO,NO,*,*,NO,*,YES,NO,0,109,898986.39,0.00,0.0000
*,NO,YES,YES,*,*,*,YES,NO,0,109,1193086.38,0.00,0.0000
*,NO,YES,*,*,*,*,YES,NO,0,109,1193086.38,0.00,0.0000
*,YES,*,*,NO,NO,NO,*,NO,1,109,824228.07,9664.01,0.0117
*,*,NO,*,*,YES,NO,*,NO,0,109,841938.55,0.00,0.0000
*,YES,NO,*,NO,*,NO,*,NO,1,109,807428.51,9664.01,0.0120
YES,YES,NO,NO,YES,NO,*,*,NO,0,109,806446.86,0.00,0.0000
NO,*,NO,NO,YES,NO,*,*,NO,0,109,759634.31,0.00,0.0000
YES,YES,*,NO,YES,NO,*,*,NO,0,109,806446.86,0.00,0.0000
NO,*,*,NO,YES,NO,*,*,NO,0,109,759634.31,0.00,0.0000
*,*,*,YES,YES,NO,*,YES,YES,92,109,966400.51,823233.50,0.8519
*,NO,*,*,*,NO,*,YES,YES,95,109,861998.83,753511.82,0.8741
*,NO,NO,NO,YES,*,NO,YES,*,33,109,827317.34,244707.91,0.2958
*,NO,*,NO,YES,*,NO,YES,*,33,109,827317.34,244707.91,0.2958
*,NO,NO,NO,YES,*,YES,YES,*,47,109,758417.34,338793.89,0.4467
*,NO,*,NO,YES,*,YES,YES,*,47,109,758417.34,338793.89,0.4467
YES,NO,*,*,*,YES,*,YES,*,24,109,921639.46,178471.58,0.1936
*,NO,NO,*,NO,*,*,YES,*,41,109,747871.98,260866.86,0.3488
NO,YES,*,YES,*,NO,NO,*,*,21,109,873920.38,221605.38,0.2536
NO,NO,*,*,YES,*,NO,*,*,44,109,771060.82,309835.83,0.4018
YES,*,NO,YES,*,NO,YES,*,*,27,109,914109.66,222661.17,0.2436
YES,YES,NO,*,YES,*,YES,*,*,18,109,861954.61,154124.48,0.1788
*,NO,YES,YES,*,NO,*,*,*,6,109,1208334.12,45646.69,0.0378
*,NO,YES,*,*,NO,*,*,*,6,109,1208334.12,45646.69,0.0378
*,NO,NO,NO,NO,*,*,*,*,58,109,709354.72,353705.44,0.4986
*,NO,*,NO,NO,*,*,*,*,58,109,709354.72,353705.44,0.4986
NO,*,*,YES,*,NO,NO,YES,NO,0,108,799663.52,0.00,0.0000
*,YES,NO,NO,NO,NO,*,YES,NO,1,108,781419.26,9664.01,0.0124
*,YES,*,NO,NO,NO,*,YES,NO,1,108,781419.26,9664.01,0.0124
NO,*,NO,YES,YES,NO,*,YES,NO,0,108,814006.16,0.00,0.0000
NO,NO,*,*,*,NO,*,YES,NO,0,108,791347.75,0.00,0.0000
*,*,*,*,NO,NO,YES,*,NO,0,108,781354.74,0.00,0.0000
YES,*,*,YES,*,NO,YES,*,NO,0,108,945837.56,0.00,0.0000
*,NO,*,*,YES,YES,*,*,NO,0,108,856344.79,0.00,0.0000
YES,*,*,*,YES,YES,*,*,NO,0,108,897866.36,0.00,0.0000
YES,*,*,*,*,NO,*,YES,YES,98,108,926640.88,855459.52,0.9232
*,*,NO,*,*,YES,*,*,YES,103,108,677482.20,648411.91,0.9571
*,NO,YES,YES,*,NO,*,YES,*,5,108,1202468.10,39780.67,0.0331
*,NO,YES,*,*,NO,*,YES,*,5,108,1202468.10,39780.67,0.0331
YES,*,NO,NO,YES,*,YES,*,*,23,108,798512.53,156060.43,0.1954
YES,*,*,NO,YES,*,YES,*,*,23,108,798512.53,156060.43,0.1954
*,*,NO,YES,NO,NO,*,*,*,26,108,847117.93,203107.15,0.2398
NO,YES,NO,YES,YES,NO,*,*,*,24,108,810640.22,189781.59,0.2341
NO,YES,NO,YES,YES,*,*,*,*,24,108,810640.22,189781.59,0.2341
*,*,*,*,*,YES,NO,YES,NO,0,107,842089.56,0.00,0.0000
YES,YES,NO,NO,*,*,NO,YES,NO,1,107,756848.14,9664.01,0.0128
YES,YES,*,NO,*,*,NO,YES,NO,1,107,756848.14,9664.01,0.0128
YES,*,NO,*,YES,NO,YES,YES,NO,0,107,845399.31,0.00,0.0000
*,*,NO,*,NO,*,YES,YES,NO,0,107,772754.19,0.00,0.0000
YES,YES,*,*,NO,NO,*,YES,NO,1,107,846237.05,9664.01,0.0114
*,NO,NO,YES,YES,*,*,YES,NO,0,107,939923.40,0.00,0.0000
*,*,NO,NO,NO,*,NO,*,NO,2,107,768715.87,19328.03,0.0251
*,*,*,NO,NO,*,NO,*,NO,2,107,768715.87,19328.03,0.0251
NO,YES,*,*,YES,*,NO,*,NO,0,107,774780.44,0.00,0.0000
YES,YES,*,*,YES,*,YES,*,NO,0,107,880611.69,0.00,0.0000
NO,*,NO,*,NO,*,*,*,NO,0,107,714485.89,0.00,0.0000
*,*,NO,*,YES,*,NO,YES,YES,91,107,851007.96,730968.07,0.8589
NO,YES,NO,*,*,NO,*,*,YES,89,107,752303.63,626401.99,0.8326
*,*,NO,NO,NO,NO,NO,YES,*,28,107,756293.60,170046.93,0.2248
*,*,*,NO,NO,NO,NO,YES,*,28,107,756293.60,170046.93,0.2248
NO,YES,NO,*,YES,NO,NO,YES,*,20,107,791591.44,159044.23,0.2009
*,NO,YES,YES,*,*,NO,YES,*,8,107,1196914.37,68240.16,0.0570
*,NO,YES,*,*,*,NO,YES,*,8,107,1196914.37,68240.16,0.0570
YES,*,NO,YES,*,*,YES,YES,*,25,107,887259.14,202125.58,0.2278
*,*,NO,YES,NO,*,*,YES,*,22,107,835229.02,174164.87,0.2085
YES,NO,NO,NO,YES,*,*,YES,*,26,107,880463.08,202937.92,0.2305
YES,NO,*,NO,YES,*,*,YES,*,26,107,880463.08,202937.92,0.2305
NO,*,*,*,NO,*,NO,*,*,38,107,713708.31,224587.13,0.3147
YES,*,*,YES,YES,*,YES,*,*,23,107,938235.07,205750.43,0.2193
NO,*,*,YES,*,*,YES,*,*,28,107,753013.73,188013.14,0.2497
NO,YES,*,*,NO,*,*,*,*,29,107,721466.78,186590.16,0.2586
YES,YES,NO,*,NO,*,*,YES,NO,1,106,831941.12,9664.01,0.0116
*,NO,NO,NO,*,NO,*,*,NO,1,106,720567.40,9664.01,0.0134
*,NO,*,NO,*,NO,*,*,NO,1,106,720567.40,9664.01,0.0134
YES,*,*,*,*,*,*,NO,*,41,106,762518.71,273052.19,0.3581
YES,*,NO,NO,NO,NO,*,YES,*,26,106,754235.22,186651.18,0.2475
YES,*,*,NO,NO,NO,*,YES,*,26,106,754235.22,186651.18,0.2475
YES,NO,NO,YES,*,*,*,YES,*,15,106,933010.08,136559.07,0.1464
YES,YES,NO,*,YES,NO,YES,*,*,18,106,841379.56,154124.48,0.1832
*,YES,NO,*,NO,*,YES,*,*,26,106,772725.90,168162.55,0.2176
NO,YES,NO,*,YES,*,YES,*,*,37,106,767310.72,259098.51,0.3377
NO,*,NO,NO,NO,NO,*,*,*,38,106,698224.54,222094.31,0.3181
NO,*,*,NO,NO,NO,*,*,*,38,106,698224.54,222094.31,0.3181
YES,NO,*,*,YES,YES,*,*,*,22,106,866762.04,142679.50,0.1646
NO,*,*,*,YES,NO,YES,YES,NO,0,105,743655.72,0.00,0.0000
YES,*,*,YES,*,NO,YES,YES,NO,0,105,919834.31,0.00,0.0000
YES,YES,NO,NO,YES,NO,*,YES,NO,0,105,772014.11,0.00,0.0000
YES,YES,*,NO,YES,NO,*,YES,NO,0,105,772014.11,0.00,0.0000
NO,YES,NO,NO,*,NO,*,YES,NO,0,105,754826.39,0.00,0.0000
NO,YES,*,NO,*,NO,*,YES,NO,0,105,754826.39,0.00,0.0000
YES,YES,NO,NO,*,NO,NO,*,NO,1,105,757838.14,9664.01,0.0128
YES,YES,*,NO,*,NO,NO,*,NO,1,105,757838.14,9664.01,0.0128
NO,*,*,*,*,*,NO,YES,YES,90,105,774363.70,657304.21,0.8488
NO,NO,NO,*,*,*,*,YES,YES,96,105,707588.28,639174.05,0.9033
YES,*,*,*,*,*,NO,*,YES,94,105,900846.16,808536.34,0.8975
*,YES,NO,NO,*,*,*,*,YES,94,105,712468.53,645718.41,0.9063
*,YES,*,NO,*,*,*,*,YES,94,105,712468.53,645718.41,0.9063
*,YES,*,YES,*,*,*,*,YES,89,105,935306.92,806698.71,0.8625
YES,*,*,*,NO,NO,NO,YES,*,19,105,832155.88,142441.50,0.1712
YES,*,*,*,*,YES,NO,YES,*,19,105,902209.12,166983.07,0.1851
NO,NO,NO,*,*,*,NO,YES,*,44,105,703793.52,281044.11,0.3993
*,NO,NO,*,YES,NO,YES,YES,*,36,105,796707.34,291382.02,0.3657
*,NO,NO,YES,*,NO,NO,*,*,25,105,905415.95,210582.51,0.2326
YES,*,*,*,YES,YES,NO,*,*,18,105,860065.75,143365.34,0.1667
*,NO,NO,NO,*,YES,NO,*,*,45,105,770308.74,277137.34,0.3598
*,NO,*,NO,*,YES,NO,*,*,45,105,770308.74,277137.34,0.3598
YES,*,*,YES,YES,NO,YES,*,*,23,105,919282.96,205750.43,0.2238
NO,YES,NO,*,YES,NO,YES,*,*,36,105,763096.93,254884.71,0.3340
NO,*,*,YES,*,NO,YES,*,*,28,105,741690.03,188013.14,0.2535
NO,NO,*,*,*,NO,YES,*,*,38,105,741696.02,284101.21,0.3830
YES,*,*,*,NO,*,YES,*,*,27,105,786759.71,188532.87,0.2396
NO,NO,*,*,YES,*,YES,*,*,44,105,723245.42,310559.43,0.4294
*,YES,*,*,NO,*,NO,YES,NO,1,104,772301.51,9664.01,0.0125
YES,NO,NO,*,YES,*,NO,YES,NO,0,104,937871.86,0.00,0.0000
*,*,NO,NO,*,YES,*,YES,NO,0,104,803112.05,0.00,0.0000
*,*,*,NO,*,YES,*,YES,NO,0,104,803112.05,0.00,0.0000
NO,YES,*,*,YES,NO,NO,*,NO,0,104,752776.22,0.00,0.0000
*,*,*,*,YES,YES,NO,*,NO,0,104,812287.06,0.00,0.0000
YES,YES,*,*,YES,NO,YES,*,NO,0,104,860036.64,0.00,0.0000
NO,YES,*,YES,YES,NO,*,*,NO,0,104,754506.10,0.00,0.0000
NO,NO,NO,*,*,NO,*,*,NO,0,104,731063.73,0.00,0.0000
NO,YES,*,YES,YES,*,*,*,NO,0,104,754506.10,0.00,0.0000
*,*,NO,NO,YES,NO,*,*,YES,87,104,780228.37,678209.00,0.8692
*,*,*,NO,YES,NO,*,*,YES,87,104,780228.37,678209.00,0.8692
*,*,NO,YES,YES,NO,*,*,YES,86,104,855355.97,712660.03,0.8332
*,NO,NO,*,*,YES,NO,YES,*,32,104,788920.89,203878.70,0.2584
YES,*,NO,YES,*,NO,YES,YES,*,25,104,867570.80,202125.58,0.2330
YES,NO,NO,*,YES,NO,*,YES,*,22,104,902535.35,206341.59,0.2286
NO,YES,NO,*,NO,*,*,*,*,29,104,697948.17,186590.16,0.2673
*,NO,YES,YES,YES,*,*,*,*,6,104,1149152.31,52709.44,0.0459
*,NO,YES,*,YES,*,*,*,*,6,104,1149152.31,52709.44,0.0459
*,YES,NO,NO,YES,*,NO,YES,NO,0,103,735251.11,0.00,0.0000
*,YES,*,NO,YES,*,NO,YES,NO,0,103,735251.11,0.00,0.0000
NO,YES,*,*,YES,*,NO,YES,NO,0,103,743588.22,0.00,0.0000
*,*,NO,NO,YES,NO,YES,YES,NO,0,103,724885.03,0.00,0.0000
*,*,*,NO,YES,NO,YES,YES,NO,0,103,724885.03,0.00,0.0000
NO,*,NO,*,YES,*,YES,YES,NO,0,103,715730.86,0.00,0.0000
*,NO,*,*,YES,*,YES,YES,NO,0,103,775446.36,0.00,0.0000
YES,YES,*,*,YES,*,YES,YES,NO,0,103,848530.67,0.00,0.0000
*,NO,NO,*,*,YES,*,YES,NO,0,103,818496.68,0.00,0.0000
YES,*,NO,*,*,YES,*,YES,NO,0,103,880941.48,0.00,0.0000
NO,NO,*,*,YES,*,*,YES,NO,0,103,707982.76,0.00,0.0000
*,*,NO,*,NO,NO,YES,*,NO,0,103,744984.87,0.00,0.0000
NO,*,NO,*,YES,NO,YES,*,NO,0,103,749197.65,0.00,0.0000
*,*,*,YES,NO,NO,*,*,NO,0,103,851352.21,0.00,0.0000
YES,YES,NO,*,NO,NO,*,*,NO,1,103,823517.29,9664.01,0.0117
NO,*,*,*,*,*,YES,YES,YES,94,103,703976.26,648614.38,0.9214
*,YES,NO,*,YES,*,*,YES,YES,87,103,794039.16,690017.36,0.8690
YES,*,NO,*,YES,*,*,*,YES,91,103,822765.58,749051.65,0.9104
*,*,NO,*,YES,*,*,NO,*,41,103,754118.82,266847.81,0.3539
*,NO,*,*,*,*,*,NO,*,54,103,670475.95,339838.43,0.5069
NO,YES,*,YES,*,*,NO,YES,*,19,103,806986.55,195666.25,0.2425
YES,*,*,YES,YES,*,YES,YES,*,21,103,897296.62,185214.83,0.2064
YES,YES,NO,*,YES,*,YES,YES,*,16,103,812692.21,136943.10,0.1685
YES,NO,NO,*,*,YES,*,YES,*,23,103,873502.97,167616.15,0.1919
*,NO,NO,*,YES,YES,NO,*,*,29,103,770351.99,183330.39,0.2380
NO,*,NO,YES,YES,*,NO,*,*,27,103,822129.80,235765.74,0.2868
YES,NO,NO,NO,*,*,NO,*,*,29,103,835558.79,213410.07,0.2554
NO,YES,NO,NO,*,*,NO,*,*,27,103,692026.23,160948.33,0.2326
YES,NO,*,NO,*,*,NO,*,*,29,103,835558.79,213410.07,0.2554
NO,YES,*,NO,*,*,NO,*,*,27,103,692026.23,160948.33,0.2326
NO,*,NO,NO,YES,NO,YES,*,*,41,103,756777.00,324040.45,0.4282
NO,*,*,NO,YES,NO,YES,*,*,41,103,756777.00,324040.45,0.4282
YES,YES,*,YES,*,*,YES,*,*,19,103,905461.68,159510.35,0.1762
*,NO,NO,*,NO,NO,*,*,*,36,103,701080.88,246944.70,0.3522
YES,NO,NO,NO,*,YES,*,*,*,34,103,825208.32,214053.09,0.2594
YES,NO,*,NO,*,YES,*,*,*,34,103,825208.32,214053.09,0.2594
NO,*,*,*,*,YES,*,*,*,59,103,599803.31,353860.91,0.5900
*,NO,*,*,*,NO,YES,YES,NO,0,102,727623.12,0.00,0.0000
*,*,NO,YES,YES,*,YES,*,NO,0,102,826930.69,0.00,0.0000
*,NO,NO,*,YES,YES,*,*,NO,0,102,801704.65,0.00,0.0000
NO,*,NO,*,*,*,YES,YES,YES,93,102,694506.44,639144.56,0.9203
*,NO,NO,*,*,NO,*,YES,YES,90,102,795586.65,713731.15,0.8971
*,YES,*,*,*,NO,NO,*,YES,89,102,856658.43,754263.92,0.8805
NO,*,*,*,*,NO,YES,*,YES,89,102,719394.92,636608.47,0.8849
*,NO,NO,NO,YES,*,*,*,YES,93,102,702008.62,647738.16,0.9227
*,NO,*,NO,YES,*,*,*,YES,93,102,702008.62,647738.16,0.9227
*,YES,*,*,NO,*,YES,YES,*,22,102,754034.76,141979.22,0.1883
YES,*,NO,NO,*,YES,*,YES,*,24,102,853361.53,179509.44,0.2104
YES,*,*,NO,*,YES,*,YES,*,24,102,853361.53,179509.44,0.2104
*,NO,YES,YES,YES,*,*,YES,*,6,102,1127873.30,52709.44,0.0467
*,NO,YES,*,YES,*,*,YES,*,6,102,1127873.30,52709.44,0.0467
NO,NO,*,YES,*,*,*,YES,*,30,102,782779.40,227149.40,0.2902
YES,*,NO,*,NO,NO,NO,*,*,24,102,782497.08,187344.61,0.2394
*,YES,*,*,NO,NO,YES,*,*,26,102,748676.17,168162.55,0.2246
NO,NO,NO,NO,*,NO,*,*,*,40,102,680750.21,281727.81,0.4138
NO,NO,*,NO,*,NO,*,*,*,40,102,680750.21,281727.81,0.4138
NO,NO,*,YES,*,NO,*,*,*,34,102,778748.66,246264.42,0.3162
YES,*,*,YES,NO,*,*,*,*,20,102,898504.79,177989.23,0.1981
*,*,*,*,*,*,*,NO,NO,2,101,751301.88,14684.53,0.0195
YES,YES,*,*,YES,NO,YES,YES,NO,0,101,832235.21,0.00,0.0000
NO,YES,*,YES,YES,NO,*,YES,NO,0,101,722001.38,0.00,0.0000
*,NO,YES,YES,*,NO,*,YES,NO,0,101,1136055.92,0.00,0.0000
*,NO,YES,*,*,NO,*,YES,NO,0,101,1136055.92,0.00,0.0000
NO,YES,*,YES,YES,*,*,YES,NO,0,101,722001.38,0.00,0.0000
*,*,NO,YES,YES,NO,YES,*,NO,0,101,819356.70,0.00,0.0000
*,NO,NO,*,*,NO,YES,*,NO,0,101,723164.61,0.00,0.0000
*,NO,YES,YES,*,NO,*,*,NO,0,101,1136055.92,0.00,0.0000
*,NO,YES,*,*,NO,*,*,NO,0,101,1136055.92,0.00,0.0000
NO,NO,NO,*,YES,*,*,*,NO,0,101,671651.51,0.00,0.0000
NO,*,NO,*,*,NO,YES,*,YES,88,101,709925.09,627138.65,0.8834
NO,YES,*,YES,*,NO,NO,YES,*,19,101,792289.50,195666.25,0.2470
YES,*,*,YES,YES,NO,YES,YES,*,21,101,878344.51,185214.83,0.2109
YES,YES,NO,*,YES,NO,YES,YES,*,16,101,796396.75,136943.10,0.1720
*,*,NO,NO,NO,*,YES,YES,*,33,101,687519.11,215963.43,0.3141
*,*,*,NO,NO,*,YES,YES,*,33,101,687519.11,215963.43,0.3141
*,YES,NO,NO,YES,*,YES,YES,*,23,101,756544.45,181695.95,0.2402
*,YES,*,NO,YES,*,YES,YES,*,23,101,756544.45,181695.95,0.2402
YES,NO,*,*,*,*,YES,YES,*,31,101,774347.34,243390.64,0.3143
NO,YES,NO,YES,YES,NO,*,YES,*,22,101,742718.30,170704.36,0.2298
NO,*,NO,NO,NO,*,*,YES,*,37,101,658050.09,201116.30,0.3056
NO,*,*,NO,NO,*,*,YES,*,37,101,658050.09,201116.30,0.3056
NO,YES,NO,NO,YES,*,*,YES,*,30,101,715687.86,214150.71,0.2992
NO,YES,*,NO,YES,*,*,YES,*,30,101,715687.86,214150.71,0.2992
NO,YES,NO,YES,YES,*,*,YES,*,22,101,742718.30,170704.36,0.2298
*,YES,NO,NO,NO,*,NO,*,*,23,101,692626.43,143288.38,0.2069
*,YES,*,NO,NO,*,NO,*,*,23,101,692626.43,143288.38,0.2069
*,*,NO,NO,NO,NO,YES,*,*,34,101,688908.58,227284.59,0.3299
